기준년월,기간귀속,플랜트,자재유형,자재코드,계정코드,단위,기초수량,기초단가,기초금액,생산입고수량,생산입고단가,생산입고금액,구매입고수량,구매입고단가,구매입고금액,이동입고수량,이동입고단가,이동입고금액,기타입고수량,기타입고단가,기타입고금액,생산출고수량,생산출고단가,생산출고금액,판매출고수량,판매출고단가,판매출고금액,이동출고수량,이동출고단가,이동출고금액,기타출고수량,기타출고단가,기타출고금액,기말수량,기말단가,기말금액,비고
201512,전기,3000,제공품,69141-2M500,1120300,EA,156,7824.900961538538,1220684,18607,7824.91,145598055,0,0,0,0,0,0,60,7824.91,469494,18608,7786,144886514,0,0.0,0,0,0,0,0,7786.25,0,215,11170.79,2401720,0
201512,전기,3000,제공품,69131-2M500,1120300,EA,160,7820.300937500037,1251248,18745,7820.3,146591559,0,0,0,0,0,0,79,7820.3,617803,18762,7786,146085596,0,0.0,0,0,0,0,31,7786.25,241374,191,11170.9,2133641,0
201512,전기,3000,제공품,77112-2L200,1120300,EA,536,2351.311567164179,1260303,910,2351.31,2139693,0,0,0,0,0,0,0,2351.31,0,1067,2296,2450403,0,0.0,0,0,0,0,0,2296.54,0,379,2505.52,949593,0
201512,전기,4000,제품,69300-3L200,1120100,EA,61,20673.180327868853,1261064,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,21387,0,0,0.0,0,0,0,0,25,21387.6,534690,36,20177.06,726374,0
201512,전기,4000,제품,69141-3L100,1120100,EA,169,7470.19526627219,1262463,0,0.0,0,80,7470,597615,0,0,0,72,7470.2,537854,201,7357,1478814,0,0.0,0,0,0,0,0,7357.28,0,120,7659.33,919119,0
201512,전기,4000,제품,69100-2L210,1120100,EA,76,16628.026315789473,1263730,0,0.0,0,1056,16628,17559205,0,0,0,0,16628.04,0,1130,16623,18785104,0,0.0,0,0,0,0,0,16623.99,0,2,18915.5,37831,0
201512,전기,4000,제품,69300-3L100,1120100,EA,67,19254.89552238806,1290078,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,67,0.0,1290078,0
201512,전기,4000,제품,69300-3K001,1120100,EA,86,15039.290697674418,1293379,0,0.0,0,765,15039,11505060,0,0,0,590,15039.29,8873183,1295,14945,19354797,0,0.0,0,0,0,0,17,14945.79,254078,129,0.0,2062748,0
201512,전기,4000,제품,69100-2L000,1120100,EA,81,16113.407407407407,1305186,0,0.0,0,649,16113,10457605,0,0,0,0,16113.41,0,698,16113,11247162,0,0.0,0,0,0,0,32,16113.41,515629,0,0.0,0,0
201512,전기,4000,제품,64510-3X902,1120100,EA,107,13554.271028037383,1450307,0,0.0,0,18995,13554,257463291,0,0,0,26,13554.27,352410,19128,13554,259266009,0,0.0,0,0,0,0,0,13554.27,0,0,0.0,0,0
201512,전기,4000,제품,66700-2V901,1120100,EA,63,24656.095238095237,1553334,0,0.0,0,5157,24656,127151535,0,0,0,0,24656.11,0,5189,24656,127940530,0,0.0,0,0,0,0,31,24656.11,764339,0,0.0,0,0
201512,전기,4000,제품,64520-3X903,1120100,EA,114,14532.517543859649,1656707,0,0.0,0,15468,14532,224788977,0,0,0,25,14532.52,363312,15607,14532,226808997,0,0.0,0,0,0,0,0,14532.52,0,0,0.0,0,0
201512,전기,4000,제품,71202-2M000,1120100,EA,232,7436.077586206832,1725169,0,0.0,0,18488,7436,137478227,0,0,0,10,7436.08,74360,18364,7395,135820044,0,0.0,0,0,0,0,10,7395.99,73960,356,0.0,3383754,0
201512,전기,4000,제품,64140-2C710,1120100,EA,218,8167.087155963302,1780425,0,0.0,0,542,8167,4426561,0,0,0,0,8167.09,0,760,8167,6206986,0,0.0,0,0,0,0,0,8167.09,0,0,0.0,0,0
201512,전기,4000,제품,64100-26002,1120100,EA,120,15128.883333333333,1815466,0,0.0,0,0,0,0,0,0,0,0,0.0,0,120,15128,1815466,0,0.0,0,0,0,0,0,15128.88,0,0,0.0,0,0
201512,전기,4000,제품,64300-2S850,1120100,EA,44,41950.72727272727,1845832,0,0.0,0,5774,41950,242223587,0,0,0,0,41950.74,0,5818,41950,244069419,0,0.0,0,0,0,0,0,41950.74,0,0,0.0,0,0
201512,전기,4000,제품,65601-4H700,1120100,EA,185,10191.118918918919,1885357,0,0.0,0,12727,10191,129702429,0,0,0,28,10191.12,285351,12694,10170,129106479,0,0.0,0,0,0,0,0,10170.67,0,246,11246.58,2766659,0
201512,전기,4000,제품,71630-2V000,1120100,EA,427,4428.121779859484,1890808,0,0.0,0,54714,4428,242280325,0,0,0,0,4428.12,0,54855,4421,242540525,0,0.0,0,0,0,0,0,4421.48,0,286,5701.43,1630608,0
201512,전기,4000,제품,65605-4H700,1120100,EA,186,10524.537634408602,1957564,0,0.0,0,12727,10524,133945802,0,0,0,52,10524.54,547276,12709,10502,133474153,0,0.0,0,0,0,0,0,10502.33,0,256,11626.91,2976490,0
201512,전기,4000,제품,71620-2W050,1120100,EA,77,25646.597402597403,1974788,0,0.0,0,18799,25646,482130611,0,0,0,0,25646.61,0,18792,25637,481779802,0,0.0,0,0,0,0,0,25637.49,0,84,27685.68,2325597,0
201512,전기,4000,제품,71402-3N750,1120100,EA,92,21494.41304347826,1977486,0,0.0,0,7031,21494,151127259,0,0,0,0,21494.42,0,7071,21476,151860533,0,0.0,0,0,0,0,0,21476.53,0,52,23927.15,1244212,0
201512,전기,4000,제품,71401-3N750,1120100,EA,93,21493.397849462366,1998886,0,0.0,0,7027,21493,151034045,0,0,0,2,21493.39,42986,7073,21476,151903487,0,0.0,0,0,0,0,0,21476.53,0,49,23927.16,1172431,0
201512,전기,4000,제품,71610-B8000,1120100,EA,71,29005.971830985916,2059424,0,0.0,0,19406,29005,562889952,0,0,0,0,29005.98,0,19368,28985,561391531,0,0.0,0,0,0,0,0,28985.52,0,109,32640.78,3557845,0
201512,전기,4000,제품,71620-B8050,1120100,EA,77,28612.20779220779,2203140,0,0.0,0,18415,28612,526893702,0,0,0,0,28612.2,0,18402,28602,526344837,0,0.0,0,0,0,0,0,28602.59,0,90,30577.83,2752005,0
201512,전기,4000,제품,71650-3J000,1120100,EA,161,14020.757763975154,2257342,0,0.0,0,5788,14020,81152154,0,0,0,0,14020.76,0,5808,13945,80995852,0,0.0,0,0,0,0,0,13945.57,0,141,17118.04,2413644,0
201512,전기,4000,제품,71201-2S000,1120100,EA,89,25494.1797752809,2268982,0,0.0,0,50249,25494,1281057447,0,0,0,0,25494.19,0,50156,25486,1278317632,0,0.0,0,0,0,0,0,25486.83,0,182,27520.86,5008797,0
201512,전기,5000,제품,67115-3J000,1120100,EA,259,9211.301158301158,2385727,0,0.0,0,4074,9211,37526849,0,0,0,0,9211.3,0,4102,9144,37509881,0,0.0,0,0,0,0,0,9144.29,0,231,10401.28,2402695,0
201512,전기,4000,제품,71401-3N700,1120100,EA,126,19075.23015873016,2403479,0,0.0,0,9757,19075,186117021,0,0,0,0,19075.23,0,9806,19057,186878641,0,0.0,0,0,0,0,2,19057.58,38115,75,21383.25,1603744,0
201512,전기,4000,제품,71402-3N700,1120100,EA,126,19075.23015873016,2403479,0,0.0,0,9757,19075,186117021,0,0,0,0,19075.23,0,9808,19057,186916756,0,0.0,0,0,0,0,0,19057.58,0,75,0.0,1603744,0
201512,전기,4000,제품,71201-2M000,1120100,EA,385,6447.776623376623,2482394,0,0.0,0,18486,6447,119193605,0,0,0,10,6447.78,64477,18391,6399,117701616,0,0.0,0,0,0,0,10,6399.96,64000,480,8280.96,3974861,0
201512,전기,4000,제품,64350-B1500,1120100,EA,116,22329.23275862069,2590191,0,0.0,0,1474,22329,32913282,0,0,0,12,22329.23,267950,1405,22329,31372566,0,0.0,0,0,0,0,197,22329.23,4398858,0,0.0,0,0
